Genome;classified_CPBay_Spr15G08_DNA.bac.ar;classified_CPBay_Spr15L08_DNA.bac.ar;classified_CPBay_Spr31G08_DNA.bac.ar;classified_CPBay_Spr31L08_DNA.bac.ar;classified_CPBay_Sum06G08_DNA.bac.ar;classified_CPBay_Sum06L08_DNA.bac.ar;classified_CPBay_Sum15G08_DNA.bac.ar;classified_CPBay_Sum15L08_DNA.bac.ar;classified_CPBay_Sum20G08_DNA.bac.ar;classified_CPBay_Sum27G08_DNA.bac.ar;classified_CPBay_Sum27L08_DNA.bac.ar;classified_DEBay_Spr_20_G08.bac.ar;classified_DEBay_Spr_20_L08.bac.ar;classified_DEBay_Spr_30_G08.bac.ar;classified_DEBay_Spr_30_L08.bac.ar;classified_DEBay_Sum_019_D_G08.bac.ar;classified_DEBay_Sum_019_D_L08.bac.ar;classified_DEBay_Sum_019_N_G08.bac.ar;classified_DEBay_Sum_019_N_L08.bac.ar;classified_DEBay_Sum_22_D_G08.bac.ar;classified_DEBay_Sum_22_D_L08.bac.ar;classified_DEBay_Sum_22_N_G08.bac.ar;classified_DEBay_Sum_22_N_L08.bac.ar;classified_DEBay_Sum_29_D_G08.bac.ar;classified_DEBay_Sum_29_D_L08.bac.ar;classified_DEBay_Sum_29_N_G08.bac.ar;classified_DEBay_Sum_29_N_L08.bac.ar
Nanopelagicales_MAG_2;20605.316;18461.545;679.9662;900.65674;1645.3354;1726.1451;362.18097;397.75333;0;0;0;156.21095;436.1019;0;0;2508.1216;4143.833;4871.631;3167.885;0;0;0;0;0;0;0;0
Nanopelagicales_MAG_20;0;0;0;0;2504.5552;3363.7102;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nanopelagicales_MAG_21;0;0;0;0;8738.061;8260.647;0;0;0;0;0;0;0;0;0;3243.2566;4033.1487;3041.6943;3539.8699;0;0;0;0;0;0;0;0
Nanopelagicales_MAG_22;0;0;0;0;1827.5674;2602.7712;0;0;0;0;0;0;0;0;0;23283.773;38519.164;28225.797;31859.748;0;0;0;0;0;0;0;0
Nanopelagicales_MAG_23;0;0;0;0;626.4814;662.913;0;0;0;0;0;0;0;0;0;34036.105;64366.98;32639.496;44877.258;0;0;0;0;0;0;0;0
Nanopelagicales_MAG_24;0;0;0;0;1812.186;1617.4265;0;0;0;0;0;0;0;0;0;43008.992;79071.13;57599.53;57010.184;0;0;0;0;0;0;0;0
Nanopelagicales_MAG_25;0;0;0;0;0;0;1569.5431;1618.4773;717.66504;749.1875;516.8659;0;0;0;0;0;0;0;0;608.20135;1333.1044;959.12915;1226.0875;1619.0732;2813.306;1574.0529;2440.5183
Nanopelagicales_MAG_26;2522.7478;1582.2855;1905.0854;1058.2769;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nanopelagicales_MAG_27;0;0;0;0;5594.0254;3124.255;4918.329;4969.8784;697.2156;0;0;0;0;0;0;854.2362;389.9232;427.38315;574.41455;0;222.43698;0;229.0822;0;0;0;0
Nanopelagicales_MAG_28;0;0;0;0;6485.27;2778.966;0;222.23534;0;0;0;0;0;0;0;4910.069;2655.1694;1535.3143;2287.326;0;0;0;0;0;0;0;0
Nanopelagicales_MAG_29;0;0;0;0;572.7183;297.47195;0;0;0;0;0;0;0;0;0;578.75336;0;496.62723;0;187.2441;732.5986;343.10233;734.60376;0;384.9353;0;322.3449
Nanopelagicales_MAG_3;0;0;0;0;1348.7908;2561.5542;0;0;0;0;0;0;0;0;0;1697.1439;2509.2305;1518.8883;2211.7847;0;0;0;0;0;0;0;0
Nanopelagicales_MAG_30;0;0;0;0;335.37817;150.99202;8335.7295;6593.781;5526.8105;6863.6465;3919.9548;0;0;0;0;0;0;0;349.68896;5365.309;8477.894;7835.9863;6990.8184;11209.405;10053.697;9994.96;7850.115
Nanopelagicales_MAG_31;0;0;0;0;0;0;1707.8232;1049.5787;3263.3723;11747.529;6178.749;0;0;0;0;0;0;0;288.71317;4693.6196;4771.361;6484.055;3743.8215;17435.436;13327.078;16075.019;10900.38
Nanopelagicales_MAG_32;0;0;0;0;2936.8418;2823.0945;0;0;0;0;0;0;0;0;0;1546.6559;577.8436;622.84064;1145.824;0;0;0;0;0;0;0;0
Nanopelagicales_MAG_33;0;0;30277.29;10149.72;0;0;0;0;0;0;0;190.98997;0;2711.9585;879.9538;0;0;0;0;0;0;0;0;0;0;0;0
Nanopelagicales_MAG_34;28197.002;20868.371;8474.66;9132.697;0;0;0;0;0;0;0;348.729;274.98306;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nanopelagicales_MAG_35;9716.038;4149.684;3019.3567;1933.627;0;0;0;0;0;0;0;16457.42;10937.904;2387.2622;1239.8815;0;0;0;0;0;0;0;0;0;0;0;0
Nanopelagicales_MAG_36;5693.1216;3280.517;715.88873;642.4622;0;0;0;0;0;0;0;467.59583;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nanopelagicales_MAG_37;17886.77;11204.991;12207.369;8577.763;0;0;0;0;0;0;0;1029.7036;1048.5222;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nanopelagicales_MAG_38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5498.964;2282.8499;2764.462;2516.3994;0;0;0;0;0;0;0;0
Nanopelagicales_MAG_4;0;0;0;0;5347.3003;10836.733;0;0;0;0;0;0;0;0;0;11819.952;14574.452;13223.517;15136.616;0;0;0;0;0;0;0;0
Nanopelagicales_MAG_5;0;0;0;0;12879.694;9683.572;0;0;0;0;0;0;0;0;0;1509.0277;2603.0852;1800.4093;2058.714;0;0;0;0;0;0;0;0
Nanopelagicales_MAG_6;1283.6628;785.09424;0;0;5911.794;9483.74;11958.9795;15105.937;1572.4939;0;143.01091;0;0;0;0;1942.3458;3352.394;3612.0083;3006.4668;0;0;0;0;0;0;0;0
Nanopelagicales_MAG_7;0;0;0;0;24302.787;44550.35;4706.912;9458.568;437.77515;0;0;0;0;0;0;5519.3125;10140.813;12209.983;11047.097;249.82993;1024.8728;688.8519;2271.1846;0;0;0;0
Nanopelagicales_MAG_8;0;46.516644;0;0;30565.34;55230.55;667.8441;794.3638;0;0;0;0;0;0;0;5786.027;11642.034;23179.277;12137.885;0;150.00441;0;369.16605;0;0;0;0
Nanopelagicales_MAG_9;0;0;0;0;3411.953;4906.8037;0;0;0;0;0;0;0;0;0;18528.719;33106.867;19210.525;30155.102;0;0;0;0;0;0;0;0
Nitriliruptorales_MAG_1;0;0;0;0;0;0;3343.4717;3695.4263;2306.0417;2939.508;1609.4192;0;0;0;0;0;0;0;0;1339.2041;7829.248;1700.4691;4947.631;1429.833;3024.0278;1564.9889;3484.298
Nitrososphaerales_MAG_1;0;0;0;0;0;0;7214.313;8729.161;3383.9111;0;0;0;0;0;0;0;0;0;0;0;0;0;153.07712;0;0;0;0
Nitrososphaerales_MAG_2;0;0;0;0;269.50244;214.7571;1869.0817;2670.5896;685.1966;0;231.5488;0;0;0;0;0;0;335.6047;0;2447.4185;2606.5134;3773.3862;5143.672;0;0;0;151.80403
NS11-12g_MAG_1;44633.87;5520.65;599.2874;359.39005;0;0;0;0;0;0;0;2688.816;3801.5889;1472.6084;1157.6155;0;0;0;0;0;0;0;0;0;0;0;0
NS11-12g_MAG_2;26212.9;3923.2969;429.06915;299.7856;0;0;0;0;0;0;0;3583.3562;4296.777;1592.0728;1311.7657;0;0;0;0;0;0;0;0;0;0;0;0
NS11-12g_MAG_3;0;0;0;0;1830.1661;518.1466;0;0;0;0;0;0;0;0;0;9469.547;4918.944;9681.006;5069.1694;0;0;0;0;0;0;0;0
Opitutales_MAG_1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2625.843;161.24588;2859.6375;105.97235;8262.614;299.27487;5933.203;281.6217
Opitutales_MAG_2;0;0;822.54376;0;0;0;0;0;0;0;0;21053.998;1465.4711;27842.596;1373.1647;0;0;0;0;0;0;0;0;0;0;0;0
Opitutales_MAG_3;0;0;35417.24;4013.4653;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Opitutales_MAG_4;1342.2197;55.60744;448.89902;0;0;0;7784.7847;532.15076;9178.572;1334.5271;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Opitutales_MAG_5;0;0;0;0;0;0;1147.0621;294.99997;1357.0155;3811.025;768.5974;0;0;0;0;0;0;0;0;5011.0674;1258.8243;6412.667;1375.9968;8594.541;2178.996;8496.891;1334.634
Opitutales_MAG_6;0;0;6791.5317;2822.6985;0;0;0;0;0;0;0;288.5758;0;3984.2053;2716.4236;0;0;0;0;0;0;0;0;703.3278;0;681.21985;151.98584
Opitutales_MAG_7;0;0;0;0;16323.499;3064.918;0;0;0;0;0;0;0;0;0;4504.3877;1247.9839;1760.2079;3273.6697;0;0;0;0;0;0;0;0
PCC-6307_MAG_1;0;0;0;0;0;0;0;0;1472.1549;84121.414;221.96188;0;0;0;0;0;0;0;0;4062.5837;0;4566.031;0;19523.67;0;17241.555;72.50904
PCC-6307_MAG_2;0;0;0;0;643.8822;0;11109.807;2413.124;9527.331;34584.527;2044.804;0;0;0;0;0;0;0;0;480.28384;0;651.1447;0;2807.668;0;2865.2773;0
PCC-6307_MAG_3;0;0;0;0;25201.46;11642.595;6687.9893;1236.2567;4998.638;10146.967;554.85895;0;0;0;0;6439.605;256.12012;3338.3135;4900.76;443.36972;0;623.7037;0;2121.2134;0;2430.0068;0
PCC-6307_MAG_4;0;0;0;0;14262.011;5620.1953;3540.0588;911.15436;2696.8604;5774.043;0;0;0;0;0;2005.4115;0;1033.2769;1442.0317;300.71478;0;418.81595;0;1264.9769;0;1411.3715;0
PCC-6307_MAG_5;0;0;0;0;3596.424;475.0167;3564.6338;653.9021;4593.395;12173.87;0;0;0;0;0;1577.328;0;867.92017;1252.1338;3030.729;0;4757.1465;0;7331.501;0;8556.496;0
PCC-6307_MAG_6;0;0;0;0;3986.239;769.15027;49667.016;38330.6;36759.906;99514;13752.334;0;0;0;0;1622.3939;0;936.025;1347.4133;13537.536;2423.358;17563.84;2402.2026;31819.734;6771.3696;38751.203;7505.8706
PCC-9006_MAG_1;0;0;0;0;6248.364;79.68111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pedosphaerales_MAG_1;0;0;0;0;178.84142;0;0;0;0;0;0;0;0;0;0;10161.837;0;4692.386;7191.6685;0;0;0;0;0;0;0;0
Pedosphaerales_MAG_2;0;0;0;0;254.63034;0;0;0;0;0;0;0;0;0;0;6981.118;0;2931.3938;5232.1675;0;0;0;0;0;0;0;0
Pedosphaerales_MAG_3;0;0;0;0;2027.9586;253.98378;0;0;0;0;0;0;0;0;0;5178.987;491.49786;1831.3359;1827.2676;0;0;0;0;0;0;0;0
Pelagibacterales_MAG_1;0;0;0;0;37830.727;30388.285;0;0;0;0;0;0;0;0;0;17945.057;11715.516;55796.797;9426.023;0;0;0;184.78577;0;0;0;0
Pelagibacterales_MAG_10;1867.7959;4196.1255;2161.5413;7871.42;0;0;0;0;0;0;526.8209;773.4386;10493.2;1589.0958;5879.1563;0;0;0;0;0;260.42844;0;248.79875;0;683.6226;0;933.35
Pelagibacterales_MAG_11;3076.1433;4736.4175;0;327.0797;1486.7302;1735.991;491.2523;624.2762;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pelagibacterales_MAG_12;4242.6494;17791.938;2002.9498;5457.823;655.765;851.6044;96106.414;118625.68;99838.86;19616.12;72884.48;636.622;5354.273;1689.686;2726.69;0;0;0;255.52919;35376.98;28795.066;27016.844;31622.98;17920.49;43473.48;19292.7;41300.836
Pelagibacterales_MAG_13;4031.4546;12798.015;3029.6887;5455.791;0;0;30270.822;36422.95;55196.992;23052.57;81629.3;269.12592;1785.0208;1191.2162;1877.1289;0;0;0;484.78345;75975.78;49482.574;55051.715;49335.746;30752.959;53927.05;32956.277;57921.43
Pelagibacterales_MAG_14;3929.7078;11806.388;3001.4077;5438.388;0;0;27791.396;32928.773;50782.566;26973.607;75242.95;292.95364;2188.453;1257.8553;2061.3516;0;0;0;446.3488;71645.5;46664.99;51626.16;46125.168;28858.957;50484.223;30909.662;54824.027
Pelagibacterales_MAG_15;0;1635.5981;15684.897;51266.26;0;0;1846.142;2122.72;2605.5603;2429.0383;7548.669;884.90375;7848.2583;12408.521;24255.58;0;0;0;0;1905.8323;1817.1831;1484.1405;1908.9574;2541.9412;5714.589;3130.572;6044.247
Pelagibacterales_MAG_16;0;2019.3762;4142.399;12113.353;0;0;2876.2297;3411.4258;7292.778;10214.352;40162.508;553.8627;4338.223;5969.5444;10978.457;0;0;0;0;15410.736;17200.176;12710.84;18419.951;23338.713;54422.32;27583.19;57108.75
Pelagibacterales_MAG_17;0;1139.4015;3343.3506;10250.957;0;0;1977.1987;2434.66;6437.858;10266.747;41088.027;430.88614;3209.4297;5202.173;9506.252;0;0;0;0;16751.127;17614.38;12943.442;18857.81;24162.424;56965.418;24278.19;59472.992
Pelagibacterales_MAG_18;75699.77;273396.06;119773.7;275266.4;0;125.72064;0;1843.481;2288.6514;2141.892;6003.1563;34655.883;320990.88;123937.914;226841.88;0;0;0;0;11869.201;6969.397;8075.8994;6470.8286;6446.189;12993.742;7311.594;12778.843
Pelagibacterales_MAG_19;60992.684;215193.47;89511.34;203915.8;0;90.47921;0;1196.3177;1449.5413;1480.8513;4039.8044;26135.377;238040.6;87439.336;163949.95;0;0;0;0;9329.384;5330.419;6531.8755;5188.3027;5225.799;9998.097;6006.4717;9715.348
Pelagibacterales_MAG_2;0;0;0;0;69729.56;49310.992;0;0;0;0;0;0;0;0;0;45029.867;24655.418;102227.89;20026.127;0;0;0;0;0;0;0;0
Pelagibacterales_MAG_20;12391.895;17964.492;3496.3677;3679.1328;4707.911;2144.0051;68700.63;38491.586;73882.1;38956.082;48819.293;816.9627;7778.2393;1032.9375;5870.1333;0;0;628.14124;295.98572;47576.613;14760.293;36724.88;15441.107;15009.994;13630.2705;19361.396;13144.833
Pelagibacterales_MAG_21;13289.003;15596.84;2420.5527;2389.4192;4537.957;1956.9155;58374.027;32426.752;64185.715;33430;40734.89;327.89044;2090.9587;531.90796;829.51465;0;0;539.91266;276.53494;41195.633;13765.561;31300.697;13286.646;9942.203;9502.422;11679.722;10602.149
Pelagibacterales_MAG_22;9321.384;14697.722;2329.845;2693.199;4238.4478;1904.1064;55644.316;30453.06;61450.95;30444.922;38459.074;307.00635;1784.5713;487.84;685.6264;0;0;512.7444;247.9841;38569.19;11760.196;29257.27;11593.538;9195.684;8139.946;10703.855;8827.263
Pelagibacterales_MAG_3;0;502.24707;0;0;0;0;4807.1987;5579.0386;20179.047;16340.157;35932.82;0;0;0;0;0;0;0;0;4002.396;2840.7139;2907.985;2285.963;1301.6766;2063.0005;1577.7072;2550.0642
Pelagibacterales_MAG_4;0;341.7311;0;0;1813.2621;2562.469;615.1844;902.53894;551.0469;0;564.5726;0;0;0;0;0;0;3376.0059;245.73158;1023.621;1436.9777;1108.704;1688.936;0;0;0;212.93044
Pelagibacterales_MAG_5;61865.016;125090.9;5391.625;12046.293;1276.2614;1923.647;51668.508;56385.05;55595.57;16056.923;37450.7;488.2759;5663.616;392.64276;1010.3437;0;0;660.40924;0;14528.886;22858.166;11928.947;18933.586;2188.1558;6551.3306;2718.042;8893.009
Pelagibacterales_MAG_6;1750.0787;3873.7598;0;395.90857;1520.2781;2830.4622;4841.6177;7562.677;2780.6863;622.62476;1782.5795;0;781.55475;0;0;0;0;680.972;0;1333.4502;2711.7515;1420.0353;2961.4922;0;435.68433;0;486.6358
Pelagibacterales_MAG_7;11934.398;17866.088;2988.6758;8271.535;0;0;0;0;0;0;602.0577;333.98816;3252.7815;1068.7335;3120.8765;0;0;0;0;315.24948;513.35205;254.23581;451.59;0;709.47986;0;862.018
Pelagibacterales_MAG_8;3424.1213;5759.178;2825.8796;6263.419;0;0;0;0;0;0;384.9988;256.32758;2802.7603;769.79675;2650.7964;0;0;0;0;137.73242;299.29825;0;259.24963;0;582.09973;0;749.4008
Pelagibacterales_MAG_9;3287.9387;5724.95;2261.7075;8221.344;0;0;0;0;0;0;501.88507;310.0789;3386.954;920.0815;3382.9624;0;0;0;0;178.40837;373.40976;0;335.03738;0;757.4681;0;983.2161
Phycisphaerales_MAG_1;0;0;0;0;1102.8439;67.122795;0;0;0;0;0;0;0;0;0;15877.582;456.45197;5057.4067;10359.44;0;0;0;0;0;0;0;0
Phycisphaerales_MAG_2;0;0;0;0;1868.988;191.0674;0;0;0;0;0;0;0;0;0;10731.596;1013.83136;2995.88;5867.6875;0;0;0;0;0;0;0;0
Phycisphaerales_MAG_3;0;0;0;0;295.98038;0;4942.606;377.96582;4160.5293;6885.6694;316.53616;0;0;0;0;0;0;0;696.3593;6643.285;497.17487;9284.765;214.60579;16451.738;1031.9628;12726.547;602.153
Pirellulales_MAG_1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3440.6355;0;1823.4744;1820.8087;0;0;0;0;0;0;0;0
Pirellulales_MAG_2;0;0;0;0;350.2752;0;5628.324;314.02075;5169.3296;20625.344;680.56494;0;0;0;0;0;0;0;0;5646.8755;171.50528;7744.4277;0;12601.378;352.49918;9907.91;136.43216
Pirellulales_MAG_3;0;0;0;0;2041.2267;95.19552;0;0;0;0;0;0;0;0;0;21183.535;443.81097;8285.532;7484.0127;0;0;0;0;0;0;0;0
Pirellulales_MAG_4;0;0;0;0;0;0;1704.3584;331.87073;1212.5448;3001.9944;422.31216;230.71384;0;0;0;0;0;0;0;11124.093;1559.8907;14555.5205;1302.5962;20372.38;3278.259;15933.555;1601.4775
Planctomycetales_MAG_1;0;0;0;0;0;0;1140.5822;0;3662.4849;5874.8013;0;0;0;0;0;0;0;0;0;914.3429;0;1568.495;0;9509.72;0;6604.2563;0
Poseidoniales_MAG_1;0;0;0;0;0;0;0;0;594.2955;1184.5161;219.10664;0;0;0;0;0;0;0;0;6820.438;1956.3846;9239.619;2287.2212;15510.94;6072.5005;18301.191;4106.6104
Poseidoniales_MAG_2;0;0;0;0;0;0;0;0;0;3486.4985;823.0832;0;0;0;0;0;0;0;0;0;0;0;0;12922.653;4433.6553;17136.094;3936.3428
Poseidoniales_MAG_3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3835.154;4127.4297;4066.1516;1036.0057;4081.1804;1904.7839;4608.1533;1194.2482
Poseidoniales_MAG_4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4715.993;1384.656;4069.9263;1027.0022;4035.1934;1905.3352;4553.9673;1161.7334
Poseidoniales_MAG_5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3725.1914;1322.5503;5124.8403;1006.59045;3863.542;1824.0414;4357.843;1116.3484
Poseidoniales_MAG_6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3662.249;1301.7686;3833.5486;975.84283;3938.8323;1796.2092;4340.4077;1541.0015
Poseidoniales_MAG_7;0;0;0;0;0;0;0;0;637.40326;4621.0234;1846.4176;0;0;0;0;0;0;0;0;606.84564;245.0943;678.12634;311.69382;6317.762;4315.3774;5511.759;3077.3406
Poseidoniales_MAG_8;0;0;0;0;0;0;0;0;823.4141;6863.5425;2738.4585;0;0;0;0;0;0;0;0;1304.9941;508.30243;1488.3857;671.9123;13357.616;8768.618;12084.881;6348.0205
PS1_MAG_1;0;0;0;0;0;0;0;0;0;0;418.73926;0;0;0;799.4016;0;0;0;0;564.3621;1583.2576;718.8185;1910.6503;1545.1035;5542.521;1765.5382;6532.8223
PS1_MAG_2;0;0;0;0;0;0;1921.2975;3195.753;3742.1008;631.8232;1029.4193;0;0;0;0;0;0;0;0;223.49783;447.2291;253.06863;600.14386;1254.2283;4554.7075;2159.3787;7833.6924
Pseudomonadales_MAG_1;37078.5;6225.0337;3543.4602;1016.2001;0;0;428.89304;135.576;0;0;0;0;0;0;0;0;0;0;0;191.47618;0;261.25607;0;0;0;0;0
Pseudomonadales_MAG_10;2583.4832;371.39093;16377.874;5871.984;0;0;0;0;0;0;0;1324.6368;1071.2091;18631.98;12266.601;0;0;0;0;367.52542;127.1963;527.1079;132.56793;1459.3923;635.8957;1260.4203;400.38962
Pseudomonadales_MAG_11;0;0;0;0;0;0;1176.0426;451.8459;1951.5042;4359.7773;1108.2537;0;0;0;0;0;0;0;0;3746.811;908.39703;4645.086;871.63086;11152.662;3939.174;9589.961;2328.6956
Pseudomonadales_MAG_12;0;0;0;0;0;0;4098.0957;2642.2112;5125.063;7313.8433;2684.0608;0;0;0;0;0;0;0;283.32236;7484.0273;2679.8916;9436.799;3444.4897;10494.081;4492.5044;9580.437;3622.3057
Pseudomonadales_MAG_13;1607.7355;182.47154;4616.755;1077.7594;0;0;0;0;0;0;0;26538.988;14174.611;11070.384;4451.8677;0;0;0;0;0;0;0;0;0;0;0;0
Pseudomonadales_MAG_14;2521.5076;831.22595;4568.9424;1396.0292;0;0;0;0;0;0;0;3256.6895;1980.2539;11835.157;6400.732;0;0;0;0;0;0;0;0;0;0;0;0
Pseudomonadales_MAG_15;6379.862;2150.0415;382.04715;218.03088;0;0;0;0;0;0;0;3469.7146;4891.9385;776.91943;671.3195;0;0;0;0;0;0;0;0;0;0;0;0
Pseudomonadales_MAG_16;787.958;240.32532;24251.441;20755.428;0;0;0;0;0;0;0;3038.4155;5450.2734;21658.982;16641.531;0;0;0;0;0;0;0;0;0;0;0;0
Pseudomonadales_MAG_17;15762.093;5294.0063;5418.0313;3381.4207;0;0;0;0;0;0;0;8615.353;10756.555;13405.549;10931.856;0;0;0;0;0;0;0;0;0;0;0;0
Pseudomonadales_MAG_18;9046.786;3432.334;16392.102;11179.428;0;0;0;0;0;0;0;15177.474;19565.977;29719.904;25907.764;0;0;0;0;0;0;0;0;0;0;0;0
Pseudomonadales_MAG_19;10405.74;2970.8186;11138.153;7937.826;0;0;0;0;0;0;0;11255.172;14392.612;22342.104;19251.7;0;0;0;0;0;0;0;0;0;0;0;0
Pseudomonadales_MAG_2;0;0;0;0;0;0;2217.5022;1288.1653;1958.8722;2627.3723;943.02;0;0;0;0;0;0;0;0;2855.9636;2347.2942;3946.1624;2015.9089;4208.784;2225.519;3859.6199;1865.2185
Pseudomonadales_MAG_20;0;0;3684.756;4790.851;0;0;0;0;0;0;231.75293;1021.4269;1722.8978;1838.9568;2590.3452;0;0;0;0;0;0;0;0;0;0;0;0
Pseudomonadales_MAG_21;3039.86;2128.452;590.30444;275.31314;0;0;0;0;0;0;0;3316.442;1914.2899;3651.0115;2589.1375;0;0;0;0;0;0;0;0;0;0;0;0
Pseudomonadales_MAG_22;6796.822;1118.6381;7380.8965;1890.7828;0;0;0;0;0;0;0;4254.182;2204.3936;10892.732;3975.5176;0;0;0;0;0;0;0;0;0;0;0;0
Pseudomonadales_MAG_23;4392.583;670.3928;9380.384;1851.5895;0;0;0;0;0;0;0;2379.9856;1167.2195;6650.4736;2328.5632;0;0;0;0;0;0;0;0;0;0;0;0
Pseudomonadales_MAG_24;4686.378;785.1286;6891.802;2149.4111;0;0;0;0;0;0;0;2700.171;1361.3564;6545.6724;2538.5386;0;0;0;0;0;0;0;0;0;0;0;0
Pseudomonadales_MAG_25;9314.235;1507.9293;1164.8975;383.09116;0;0;3854.7495;759.2113;1689.0544;2341.7268;412.9178;670.427;460.37692;456.01425;0;0;0;0;0;12484.333;1818.688;13289.289;1351.739;11078.168;2441.9255;8775.922;1572.5898
Pseudomonadales_MAG_26;452.60385;0;15079.51;1412.3329;0;0;0;0;0;0;0;7171.823;663.07556;17365.648;1009.0447;0;0;0;0;0;0;0;0;0;0;0;0
Pseudomonadales_MAG_3;0;0;0;0;0;0;0;0;445.2133;3393.553;1252.7489;0;0;0;0;0;0;0;0;2251.2888;1784.1791;2740.593;1620.8243;8746.36;6301.8945;8847.03;4806.03
Pseudomonadales_MAG_4;0;0;0;0;0;0;0;0;384.2054;3418.4587;1259.6027;0;0;0;0;0;0;0;0;2585.7495;1994.6063;3134.3179;1864.7782;10150.291;5581.9766;10396.51;5917.1294
Pseudomonadales_MAG_5;0;0;0;0;0;0;1769.713;979.09247;2093.0325;3874.5227;2272.4194;0;0;0;0;0;0;0;0;2575.6882;1403.1187;3344.0076;1195.7126;5234.7827;3135.2957;5002.3535;2699.3625
Pseudomonadales_MAG_6;0;0;0;0;0;0;1352.0762;760.8349;1636.3961;3196.3945;1851.1992;0;0;0;0;0;0;0;0;2575.4797;1440.7086;3394.7231;1228.8209;4498.9697;2699.8982;4324.592;2044.1586
Pseudomonadales_MAG_7;0;0;24685.67;11425.538;0;0;0;0;0;0;0;1309.5833;1454.2761;10480.205;9272.368;0;0;0;0;0;0;0;0;0;0;0;0
Pseudomonadales_MAG_8;14309.912;1417.9445;3449.3713;971.06415;0;0;0;0;0;0;0;14742.111;8548.568;13952.759;7088.8843;0;0;0;0;0;0;0;0;0;0;0;0
Pseudomonadales_MAG_9;0;0;0;0;0;0;0;0;0;0;0;16597.066;6286.899;1073.8859;434.9101;0;0;0;0;0;0;0;0;0;0;0;0
Puniceispirillales_MAG_1;0;0;0;0;0;0;10402.589;7585.871;9583.625;4053.2568;5586.0264;0;0;0;0;0;0;0;0;2102.0151;1124.0283;1763.8241;957.0089;1159.1134;1197.2587;1374.7783;1421.9337
Puniceispirillales_MAG_2;0;0;736.8019;368.23444;0;0;5234.972;4400.296;4294.4644;4525.2188;2542.7883;0;0;0;0;0;0;0;0;3139.6191;2419.1646;3524.642;2163.324;2638.5386;1677.3228;2386.073;1372.9663
Puniceispirillales_MAG_3;0;89.53296;11932.498;5975.351;0;0;1184.5974;619.7306;1233.3933;1886.4529;723.2564;137.02493;0;1051.0747;890.85895;0;0;0;0;7355.831;3909.5146;8524.926;3682.847;16072.834;9205.071;13127.563;5889.4365
Puniceispirillales_MAG_4;0;94.879654;13839.366;6888.076;0;0;1160.222;568.25653;1181.7358;1950.5265;736.6554;145.15152;0;1212.3707;1031.1571;0;0;0;0;7899.8965;4492.1914;9235.016;4123.8906;17533.89;8765.061;14567.484;7083.525
Puniceispirillales_MAG_5;0;0;15183.344;7808.6265;0;0;0;0;0;0;0;871.16547;770.0611;5739.9487;3594.708;0;0;0;0;0;0;0;0;0;0;0;164.31706
Puniceispirillales_MAG_6;0;0;0;0;0;0;2193.4436;1465.52;1637.3398;1849.8518;751.7952;0;0;0;0;0;0;0;0;2593.4524;1444.596;2945.0989;1505.6633;5127.013;2750.5376;4798.1616;2131.5251
Rhizobiales_MAG_1;0;0;0;0;320.8394;0;0;0;0;0;0;0;0;0;0;19433.988;780.81836;9327.689;5857.7017;0;0;0;0;0;0;0;0
Rhizobiales_MAG_2;0;0;0;0;2802.3005;1101.9071;0;0;0;0;0;0;0;0;0;5126.3145;879.52124;1790.1265;1706.7633;0;0;0;0;0;0;0;0
Rhizobiales_MAG_3;0;0;0;0;3442.0005;969.8614;0;0;0;0;0;0;0;0;0;2434.1284;1904.753;2549.201;2085.2454;0;0;0;0;0;0;0;0
Rhizobiales_MAG_4;0;0;149.72629;0;0;0;0;0;0;0;0;12749.044;415.5044;990.62805;0;0;0;0;0;0;0;0;0;0;0;0;0
Rhodobacterales_MAG_1;0;0;2892.5596;4639.572;0;0;0;0;0;0;0;2464.2776;6149.9053;39825.676;78396.51;0;0;0;0;0;0;0;0;0;0;0;0
Rhodobacterales_MAG_10;0;0;0;0;0;0;2808.454;1912.9048;2840.4417;4174.8086;1423.2688;0;0;0;0;0;0;0;0;1637.788;854.0631;1936.0608;902.39136;3648.789;2042.7078;3281.182;1699.1237
